"","workclass","marital_status","occupation","relationship","race","sex","native_country","income","age","education_num","hours_per_week","capital"
"888","Private","Married","Prof-specialty","Husband","Asian-Pac-Islander","Male","Other",">50K",54,14,40,7298
"889","Self-emp-not-inc","Widowed","Farming-fishing","Not-in-family","White","Female","USA","<=50K",59,10,40,6849
"890","Private","Married","Sales","Husband","White","Male","USA",">50K",51,7,30,4386
"891","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",36,9,50,7688
"892","Private","Married","Exec-managerial","Husband","White","Male","USA","<=50K",65,12,40,3818
"893","Self-emp-not-inc","Divorced","Farming-fishing","Not-in-family","White","Male","USA",">50K",37,9,40,27828
"894","Self-emp-inc","Divorced","Sales","Not-in-family","White","Male","Other",">50K",53,10,50,8614
"895","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","USA",">50K",28,10,40,7298
"896","Self-emp-inc","Never-married","Exec-managerial","Not-in-family","Black","Male","USA","<=50K",44,10,45,2202
"897","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",44,13,48,7298
"898","Private","Married","Handlers-cleaners","Husband","Black","Male","USA",">50K",45,9,40,7298
"899","Private","Never-married","Prof-specialty","Not-in-family","White","Female","USA","<=50K",25,14,37,4650
"900","Private","Divorced","Sales","Unmarried","White","Female","USA","<=50K",38,13,40,1151
"901","Private","Married","Transport-moving","Husband","White","Male","USA","<=50K",23,7,25,4508
"902","Private","Never-married","Craft-repair","Other-relative","White","Male","USA","<=50K",69,5,40,2993
"903","Private","Married","Prof-specialty","Not-in-family","White","Male","USA",">50K",43,15,40,99999
"904","Private","Married","Sales","Husband","White","Male","USA","<=50K",41,9,40,2829
"905","Private","Married","Exec-managerial","Husband","Black","Male","USA",">50K",43,13,40,7688
"906","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",47,15,60,7688
"907","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",62,13,50,7688
"908","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",51,10,40,7298
"909","Private","Divorced","Prof-specialty","Not-in-family","White","Male","USA",">50K",53,13,55,14344
"910","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",40,10,40,5178
"911","Private","Married","Craft-repair","Husband","Asian-Pac-Islander","Male","Other","<=50K",54,11,40,5013
"912","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",47,13,60,3103
"913","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",30,11,52,5178
"914","Private","Married","Other-service","Husband","Other","Male","Other","<=50K",40,3,40,4064
"915","Local-gov","Married","Transport-moving","Husband","White","Male","Other","<=50K",47,7,40,3411
"916","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","Other",">50K",30,14,60,15024
"917","Private","Divorced","Prof-specialty","Own-child","White","Female","USA","<=50K",29,15,72,2174
"918","Private","Never-married","Other-service","Not-in-family","White","Male","USA","<=50K",35,9,50,3325
"919","Private","Married","Machine-op-inspct","Husband","White","Male","USA","<=50K",26,9,48,3464
"920","Federal-gov","Never-married","Adm-clerical","Unmarried","Black","Female","USA","<=50K",28,10,40,3887
"921","Self-emp-inc","Widowed","Exec-managerial","Not-in-family","White","Female","USA",">50K",67,9,40,15831
"922","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",26,10,40,7688
"923","Self-emp-inc","Married","Sales","Husband","White","Male","USA",">50K",61,10,36,7688
"924","Federal-gov","Married","Adm-clerical","Husband","Asian-Pac-Islander","Male","Other",">50K",37,13,40,7298
"925","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",69,10,50,20051
"926","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",57,13,60,7688
"927","Private","Married","Handlers-cleaners","Not-in-family","White","Male","Other","<=50K",40,9,60,2174
"928","State-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",38,14,60,7298
"929","Private","Married","Adm-clerical","Wife","White","Female","USA",">50K",35,9,35,4386
"930","State-gov","Divorced","Prof-specialty","Unmarried","White","Male","USA","<=50K",36,14,30,5455
"931","State-gov","Divorced","Prof-specialty","Unmarried","White","Male","USA",">50K",59,16,45,25236
"932","Federal-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",49,13,40,7298
"933","Private","Never-married","Exec-managerial","Not-in-family","White","Male","USA","<=50K",31,9,40,3325
"934","Private","Never-married","Machine-op-inspct","Unmarried","White","Male","USA","<=50K",26,9,40,5721
"935","Private","Married","Tech-support","Husband","White","Male","USA",">50K",47,10,40,7298
"936","Private","Separated","Adm-clerical","Unmarried","White","Female","USA","<=50K",34,9,35,7443
"937","Private","Never-married","Craft-repair","Unmarried","White","Male","USA","<=50K",34,9,30,2036
"938","Private","Married","Protective-serv","Husband","White","Male","USA","<=50K",25,10,40,3137
"939","Local-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",50,14,50,7688
"940","Private","Married","Machine-op-inspct","Husband","White","Male","USA",">50K",51,10,40,7298
"941","Private","Never-married","Other-service","Not-in-family","White","Male","Other",">50K",53,13,50,8614
"942","Local-gov","Married","Prof-specialty","Wife","White","Female","USA",">50K",33,14,35,7688
"943","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",30,13,35,99999
"944","Private","Never-married","Prof-specialty","Own-child","White","Female","USA","<=50K",20,10,12,2176
"945","Private","Married","Craft-repair","Husband","White","Male","Other",">50K",46,8,40,7298
"946","Private","Married","Prof-specialty","Wife","White","Female","USA",">50K",46,14,35,7688
"947","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",45,16,50,7688
"948","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",37,13,40,5178
"949","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",39,14,40,99999
"950","Private","Married","Machine-op-inspct","Husband","White","Male","USA",">50K",52,9,40,4386
"951","Private","Married","Prof-specialty","Husband","White","Male","Other",">50K",36,15,60,5178
"952","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",43,10,38,4064
"953","Private","Widowed","Adm-clerical","Not-in-family","White","Female","USA","<=50K",72,9,40,6360
"954","Private","Widowed","Adm-clerical","Unmarried","White","Female","USA","<=50K",69,9,12,1848
"955","Self-emp-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",46,15,60,99999
"956","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",33,13,43,3103
"957","Private","Married","Handlers-cleaners","Husband","White","Male","USA",">50K",24,9,40,4386
"958","Private","Married","Adm-clerical","Husband","White","Male","USA",">50K",40,10,60,5178
"959","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",33,14,40,15024
"960","Private","Divorced","Adm-clerical","Unmarried","White","Female","USA","<=50K",58,9,40,2174
"961","Local-gov","Married","Protective-serv","Husband","White","Male","USA",">50K",37,14,50,7688
"962","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",32,10,60,15024
"963","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",43,15,55,15024
"964","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",50,9,50,15024
"965","Private","Married","Craft-repair","Husband","Black","Male","Other",">50K",55,10,40,7688
"966","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",36,10,40,7298
"967","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",53,14,40,7298
"968","State-gov","Divorced","Other-service","Unmarried","White","Female","USA","<=50K",38,9,20,2036
"969","Self-emp-not-inc","Married","Adm-clerical","Wife","White","Female","USA",">50K",41,13,40,7688
"970","Self-emp-not-inc","Never-married","Craft-repair","Unmarried","White","Male","USA",">50K",27,9,50,9562
"971","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",45,14,50,7298
"972","Federal-gov","Married","Protective-serv","Husband","White","Male","USA",">50K",34,13,54,7298
"973","Private","Divorced","Prof-specialty","Not-in-family","White","Female","Other","<=50K",30,10,40,6849
"974","Self-emp-not-inc","Never-married","Craft-repair","Not-in-family","White","Male","USA","<=50K",50,13,45,4416
"975","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA",">50K",41,10,50,7688
"976","Self-emp-not-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",35,14,55,7688
"977","Private","Divorced","Prof-specialty","Not-in-family","White","Female","USA","<=50K",42,14,16,2354
"978","Private","Married","Machine-op-inspct","Wife","White","Female","USA","<=50K",56,4,45,5013
"979","Private","Never-married","Exec-managerial","Not-in-family","White","Female","USA",">50K",36,14,40,14084
"980","Local-gov","Married","Machine-op-inspct","Husband","White","Male","Other","<=50K",31,13,40,4064
"981","Private","Married","Prof-specialty","Husband","White","Male","USA","<=50K",60,15,16,3781
"982","Private","Never-married","Craft-repair","Not-in-family","Black","Male","USA",">50K",33,10,40,8614
"983","Private","Married","Exec-managerial","Husband","Black","Male","USA",">50K",33,13,40,5178
"984","State-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",46,10,38,7688
"985","Private","Widowed","Prof-specialty","Not-in-family","White","Female","Other","<=50K",65,10,20,1848
"986","Self-emp-not-inc","Divorced","Exec-managerial","Not-in-family","White","Female","USA",">50K",50,9,35,99999
"987","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",60,9,40,99999
"988","Private","Married","Sales","Husband","White","Male","USA",">50K",41,9,50,7298
"989","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",38,10,40,7298
"990","Private","Married","Sales","Husband","White","Male","USA","<=50K",31,9,40,3908
"991","Private","Married","Prof-specialty","Wife","White","Female","USA","<=50K",31,10,40,3908
"992","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",57,13,40,7298
"993","Private","Married","Adm-clerical","Husband","White","Male","USA",">50K",49,13,40,5178
"994","Private","Married","Exec-managerial","Husband","White","Male","USA","<=50K",48,13,45,5013
"995","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",38,13,40,15024
"996","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",46,13,65,7298
"997","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA","<=50K",29,9,40,3464
"998","State-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",43,13,40,15024
"999","Private","Married","Prof-specialty","Wife","White","Female","USA",">50K",52,15,30,3103
"1000","Federal-gov","Divorced","Prof-specialty","Unmarried","White","Female","USA","<=50K",39,13,60,5455
"1001","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","Other",">50K",36,9,50,99999
"1002","Federal-gov","Separated","Exec-managerial","Not-in-family","White","Male","USA",">50K",37,10,55,8614
"1003","Private","Married","Adm-clerical","Husband","White","Male","USA",">50K",53,13,40,7298
"1004","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",47,16,50,99999
"1005","Private","Married","Adm-clerical","Husband","White","Male","USA",">50K",37,11,40,7298
"1006","Private","Never-married","Prof-specialty","Not-in-family","Black","Female","USA","<=50K",28,10,50,3325
"1007","Self-emp-not-inc","Never-married","Prof-specialty","Not-in-family","White","Male","USA",">50K",37,16,45,14084
"1008","Private","Married","Exec-managerial","Husband","Asian-Pac-Islander","Male","Other",">50K",50,14,40,7298
"1009","Private","Married","Sales","Husband","White","Male","USA",">50K",39,10,50,3103
"1010","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",40,13,40,7298
"1011","Private","Married","Adm-clerical","Wife","White","Female","USA",">50K",47,14,38,7688
"1012","State-gov","Married","Adm-clerical","Husband","White","Male","USA","<=50K",38,9,40,3464
"1013","Private","Divorced","Craft-repair","Not-in-family","White","Male","USA","<=50K",48,10,40,3325
"1014","Local-gov","Married","Craft-repair","Husband","White","Male","USA","<=50K",50,10,55,4064
"1015","Private","Married","Craft-repair","Unmarried","White","Female","USA","<=50K",44,10,45,1506
"1016","Private","Married","Handlers-cleaners","Wife","Black","Female","USA","<=50K",32,9,40,3908
"1017","Private","Divorced","Sales","Own-child","White","Female","USA","<=50K",26,11,35,594
"1018","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",53,12,40,15024
"1019","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","USA","<=50K",51,9,60,3137
"1020","Private","Married","Exec-managerial","Other-relative","White","Male","USA","<=50K",37,13,47,3411
"1021","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",30,14,60,15024
"1022","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",33,11,40,7298
"1023","Private","Divorced","Tech-support","Unmarried","Black","Male","Other",">50K",41,13,45,7430
"1024","Private","Married","Exec-managerial","Husband","White","Male","USA","<=50K",33,9,60,4386
"1025","Self-emp-not-inc","Married","Sales","Husband","White","Male","USA",">50K",59,13,55,15024
"1026","Self-emp-not-inc","Widowed","Adm-clerical","Unmarried","White","Female","USA",">50K",56,9,40,99999
"1027","Private","Never-married","Adm-clerical","Not-in-family","White","Male","USA","<=50K",26,13,65,6849
"1028","Private","Divorced","Exec-managerial","Other-relative","White","Female","USA","<=50K",65,9,50,1848
"1029","Self-emp-not-inc","Married","Sales","Husband","White","Male","USA",">50K",67,16,40,20051
"1030","Local-gov","Never-married","Protective-serv","Not-in-family","White","Male","USA","<=50K",37,11,40,4650
"1031","State-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",46,16,45,7688
"1032","Private","Married","Other-service","Husband","White","Male","USA",">50K",29,13,42,7298
